case_index,case_id,base_seed,experiment,function_type,function_name,config_index,function_formula,shape_params,snr,snr_label,sigma_epsilon,noise_structure,x_distribution,n,R,direction,monotonicity,linearity,linearity_error,convexity,saturation,late_slope_early_slope_ratio,tp_count,tp_types,tp_pattern,tp_trend,s_curve,threshold,strength,high_spread,high_spread_ratio,changing_spread,density,clusters
14883,main_F14_cfg18_snr30_constant_uniform,14883000,main,F14,Cubic W,18,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.0, ""r1"": 0.15000000000000002, ""r2"": 0.5, ""r3"": 0.85, ""span"": 0.7}",30.0,30,0.01761886822757497,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.391862794117647,,No,0.9999999999999998,2,"['valley', 'peak']",valley-peak,,False,False,Strong,False,0.029364780379291616,False,Even,False
14884,main_F14_cfg18_snr35_constant_uniform,14884000,main,F14,Cubic W,18,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.0, ""r1"": 0.15000000000000002, ""r2"": 0.5, ""r3"": 0.85, ""span"": 0.7}",35.0,35,0.016311902340332897,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.391862794117647,,No,0.9999999999999998,2,"['valley', 'peak']",valley-peak,,False,False,Strong,False,0.02718650390055483,False,Even,False
14885,main_F14_cfg18_snr40_constant_uniform,14885000,main,F14,Cubic W,18,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.0, ""r1"": 0.15000000000000002, ""r2"": 0.5, ""r3"": 0.85, ""span"": 0.7}",40.0,40,0.015258387471010432,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.391862794117647,,No,0.9999999999999998,2,"['valley', 'peak']",valley-peak,,False,False,Strong,False,0.025430645785017386,False,Even,False
14886,main_F14_cfg18_snr50_constant_uniform,14886000,main,F14,Cubic W,18,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.0, ""r1"": 0.15000000000000002, ""r2"": 0.5, ""r3"": 0.85, ""span"": 0.7}",50.0,50,0.01364751664488417,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.391862794117647,,No,0.9999999999999998,2,"['valley', 'peak']",valley-peak,,False,False,Strong,False,0.02274586107480695,False,Even,False
14887,main_F14_cfg18_snr60_constant_uniform,14887000,main,F14,Cubic W,18,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.0, ""r1"": 0.15000000000000002, ""r2"": 0.5, ""r3"": 0.85, ""span"": 0.7}",60.0,60,0.01245842120055047,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.391862794117647,,No,0.9999999999999998,2,"['valley', 'peak']",valley-peak,,False,False,Strong,False,0.020764035334250783,False,Even,False
14888,main_F14_cfg18_snr80_constant_uniform,14888000,main,F14,Cubic W,18,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.0, ""r1"": 0.15000000000000002, ""r2"": 0.5, ""r3"": 0.85, ""span"": 0.7}",80.0,80,0.010789309250723331,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.391862794117647,,No,0.9999999999999998,2,"['valley', 'peak']",valley-peak,,False,False,Strong,False,0.017982182084538886,False,Even,False
14889,main_F14_cfg18_snr100_constant_uniform,14889000,main,F14,Cubic W,18,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.0, ""r1"": 0.15000000000000002, ""r2"": 0.5, ""r3"": 0.85, ""span"": 0.7}",100.0,100,0.009650251565953876,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.391862794117647,,No,0.9999999999999998,2,"['valley', 'peak']",valley-peak,,False,False,Strong,False,0.01608375260992313,False,Even,False
14890,main_F14_cfg18_snr130_constant_uniform,14890000,main,F14,Cubic W,18,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.0, ""r1"": 0.15000000000000002, ""r2"": 0.5, ""r3"": 0.85, ""span"": 0.7}",130.0,130,0.008463830524250064,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.391862794117647,,No,0.9999999999999998,2,"['valley', 'peak']",valley-peak,,False,False,Strong,False,0.01410638420708344,False,Even,False
14891,main_F14_cfg18_snr170_constant_uniform,14891000,main,F14,Cubic W,18,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.0, ""r1"": 0.15000000000000002, ""r2"": 0.5, ""r3"": 0.85, ""span"": 0.7}",170.0,170,0.0074014050846561335,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.391862794117647,,No,0.9999999999999998,2,"['valley', 'peak']",valley-peak,,False,False,Strong,False,0.012335675141093556,False,Even,False
14892,main_F14_cfg18_snr200_constant_uniform,14892000,main,F14,Cubic W,18,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.0, ""r1"": 0.15000000000000002, ""r2"": 0.5, ""r3"": 0.85, ""span"": 0.7}",200.0,200,0.006823758322442085,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.391862794117647,,No,0.9999999999999998,2,"['valley', 'peak']",valley-peak,,False,False,Strong,False,0.011372930537403476,False,Even,False
14893,main_F14_cfg18_snr300_constant_uniform,14893000,main,F14,Cubic W,18,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.0, ""r1"": 0.15000000000000002, ""r2"": 0.5, ""r3"": 0.85, ""span"": 0.7}",300.0,300,0.005571575339351078,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.391862794117647,,No,0.9999999999999998,2,"['valley', 'peak']",valley-peak,,False,False,Strong,False,0.009285958898918464,False,Even,False
14894,main_F14_cfg18_snr500_constant_uniform,14894000,main,F14,Cubic W,18,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.0, ""r1"": 0.15000000000000002, ""r2"": 0.5, ""r3"": 0.85, ""span"": 0.7}",500.0,500,0.004315723700289332,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.391862794117647,,No,0.9999999999999998,2,"['valley', 'peak']",valley-peak,,False,False,Strong,False,0.007192872833815554,False,Even,False
14895,main_F14_cfg18_snr700_constant_uniform,14895000,main,F14,Cubic W,18,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.0, ""r1"": 0.15000000000000002, ""r2"": 0.5, ""r3"": 0.85, ""span"": 0.7}",700.0,700,0.0036474522475322263,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.391862794117647,,No,0.9999999999999998,2,"['valley', 'peak']",valley-peak,,False,False,Strong,False,0.006079087079220377,False,Even,False
14896,main_F14_cfg18_snr1000_constant_uniform,14896000,main,F14,Cubic W,18,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.0, ""r1"": 0.15000000000000002, ""r2"": 0.5, ""r3"": 0.85, ""span"": 0.7}",1000.0,1000,0.0030516774942020864,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.391862794117647,,No,0.9999999999999998,2,"['valley', 'peak']",valley-peak,,False,False,Strong,False,0.005086129157003478,False,Even,False
14897,main_F14_cfg18_snr2000_constant_uniform,14897000,main,F14,Cubic W,18,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.0, ""r1"": 0.15000000000000002, ""r2"": 0.5, ""r3"": 0.85, ""span"": 0.7}",2000.0,2000,0.002157861850144666,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.391862794117647,,No,0.9999999999999998,2,"['valley', 'peak']",valley-peak,,False,False,Strong,False,0.003596436416907777,False,Even,False
14898,main_F14_cfg18_snr5000_constant_uniform,14898000,main,F14,Cubic W,18,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.0, ""r1"": 0.15000000000000002, ""r2"": 0.5, ""r3"": 0.85, ""span"": 0.7}",5000.0,5000,0.001364751664488417,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.391862794117647,,No,0.9999999999999998,2,"['valley', 'peak']",valley-peak,,False,False,Strong,False,0.0022745861074806952,False,Even,False
14899,main_F14_cfg18_snr10000_constant_uniform,14899000,main,F14,Cubic W,18,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.0, ""r1"": 0.15000000000000002, ""r2"": 0.5, ""r3"": 0.85, ""span"": 0.7}",10000.0,10000,0.0009650251565953877,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.391862794117647,,No,0.9999999999999998,2,"['valley', 'peak']",valley-peak,,False,False,Strong,False,0.0016083752609923128,False,Even,False
14900,main_F14_cfg18_snrinf_constant_uniform,14900000,main,F14,Cubic W,18,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.0, ""r1"": 0.15000000000000002, ""r2"": 0.5, ""r3"": 0.85, ""span"": 0.7}",inf,inf,0.0,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.391862794117647,,No,0.9999999999999998,2,"['valley', 'peak']",valley-peak,,False,False,Strong,False,0.0,False,Even,False
14901,main_F14_cfg19_snr0p05_constant_uniform,14901000,main,F14,Cubic W,19,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.1, ""r1"": 0.25, ""r2"": 0.6, ""r3"": 0.95, ""span"": 0.7}",0.05,0p05,0.5681429482485955,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.6286061440432367,,No,0.31445391211663354,2,"['valley', 'peak']",valley-peak,,False,False,Very Weak,True,0.9469049137476592,False,Even,False
14902,main_F14_cfg19_snr0p08_constant_uniform,14902000,main,F14,Cubic W,19,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.1, ""r1"": 0.25, ""r2"": 0.6, ""r3"": 0.95, ""span"": 0.7}",0.08,0p08,0.4491564382571833,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.6286061440432367,,No,0.31445391211663354,2,"['valley', 'peak']",valley-peak,,False,False,Very Weak,True,0.7485940637619722,False,Even,False
14903,main_F14_cfg19_snr0p1_constant_uniform,14903000,main,F14,Cubic W,19,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.1, ""r1"": 0.25, ""r2"": 0.6, ""r3"": 0.95, ""span"": 0.7}",0.1,0p1,0.4017377313898996,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.6286061440432367,,No,0.31445391211663354,2,"['valley', 'peak']",valley-peak,,False,False,Very Weak,True,0.6695628856498327,False,Even,False
14904,main_F14_cfg19_snr0p13_constant_uniform,14904000,main,F14,Cubic W,19,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.1, ""r1"": 0.25, ""r2"": 0.6, ""r3"": 0.95, ""span"": 0.7}",0.13,0p13,0.3523472989737247,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.6286061440432367,,No,0.31445391211663354,2,"['valley', 'peak']",valley-peak,,False,False,Very Weak,True,0.5872454982895412,False,Even,False
14905,main_F14_cfg19_snr0p17_constant_uniform,14905000,main,F14,Cubic W,19,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.1, ""r1"": 0.25, ""r2"": 0.6, ""r3"": 0.95, ""span"": 0.7}",0.17,0p17,0.30811877467502224,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.6286061440432367,,No,0.31445391211663354,2,"['valley', 'peak']",valley-peak,,False,False,Very Weak,True,0.5135312911250371,False,Even,False
14906,main_F14_cfg19_snr0p2_constant_uniform,14906000,main,F14,Cubic W,19,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.1, ""r1"": 0.25, ""r2"": 0.6, ""r3"": 0.95, ""span"": 0.7}",0.2,0p2,0.28407147412429773,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.6286061440432367,,No,0.31445391211663354,2,"['valley', 'peak']",valley-peak,,False,False,Very Weak,True,0.4734524568738296,False,Even,False
14907,main_F14_cfg19_snr0p25_constant_uniform,14907000,main,F14,Cubic W,19,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.1, ""r1"": 0.25, ""r2"": 0.6, ""r3"": 0.95, ""span"": 0.7}",0.25,0p25,0.25408125064420095,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.6286061440432367,,No,0.31445391211663354,2,"['valley', 'peak']",valley-peak,,False,False,Very Weak,True,0.42346875107366827,False,Even,False
14908,main_F14_cfg19_snr0p3_constant_uniform,14908000,main,F14,Cubic W,19,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.1, ""r1"": 0.25, ""r2"": 0.6, ""r3"": 0.95, ""span"": 0.7}",0.3,0p3,0.23194338736158812,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.6286061440432367,,No,0.31445391211663354,2,"['valley', 'peak']",valley-peak,,False,False,Weak,True,0.38657231226931354,False,Even,False
14909,main_F14_cfg19_snr0p4_constant_uniform,14909000,main,F14,Cubic W,19,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.1, ""r1"": 0.25, ""r2"": 0.6, ""r3"": 0.95, ""span"": 0.7}",0.4,0p4,0.2008688656949498,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.6286061440432367,,No,0.31445391211663354,2,"['valley', 'peak']",valley-peak,,False,False,Weak,True,0.33478144282491634,False,Even,False
14910,main_F14_cfg19_snr0p5_constant_uniform,14910000,main,F14,Cubic W,19,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.1, ""r1"": 0.25, ""r2"": 0.6, ""r3"": 0.95, ""span"": 0.7}",0.5,0p5,0.17966257530287333,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.6286061440432367,,No,0.31445391211663354,2,"['valley', 'peak']",valley-peak,,False,False,Weak,False,0.2994376255047889,False,Even,False
14911,main_F14_cfg19_snr0p6_constant_uniform,14911000,main,F14,Cubic W,19,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.1, ""r1"": 0.25, ""r2"": 0.6, ""r3"": 0.95, ""span"": 0.7}",0.6,0p6,0.16400874205475713,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.6286061440432367,,No,0.31445391211663354,2,"['valley', 'peak']",valley-peak,,False,False,Weak,False,0.27334790342459525,False,Even,False
14912,main_F14_cfg19_snr0p7_constant_uniform,14912000,main,F14,Cubic W,19,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.1, ""r1"": 0.25, ""r2"": 0.6, ""r3"": 0.95, ""span"": 0.7}",0.7,0p7,0.1518425899327059,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.6286061440432367,,No,0.31445391211663354,2,"['valley', 'peak']",valley-peak,,False,False,Weak,False,0.25307098322117655,False,Even,False
14913,main_F14_cfg19_snr0p8_constant_uniform,14913000,main,F14,Cubic W,19,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.1, ""r1"": 0.25, ""r2"": 0.6, ""r3"": 0.95, ""span"": 0.7}",0.8,0p8,0.14203573706214886,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.6286061440432367,,No,0.31445391211663354,2,"['valley', 'peak']",valley-peak,,False,False,Weak,False,0.2367262284369148,False,Even,False
14914,main_F14_cfg19_snr1_constant_uniform,14914000,main,F14,Cubic W,19,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.1, ""r1"": 0.25, ""r2"": 0.6, ""r3"": 0.95, ""span"": 0.7}",1.0,1,0.12704062532210048,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.6286061440432367,,No,0.31445391211663354,2,"['valley', 'peak']",valley-peak,,False,False,Weak,False,0.21173437553683414,False,Even,False
14915,main_F14_cfg19_snr1p2_constant_uniform,14915000,main,F14,Cubic W,19,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.1, ""r1"": 0.25, ""r2"": 0.6, ""r3"": 0.95, ""span"": 0.7}",1.2,1p2,0.11597169368079406,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.6286061440432367,,No,0.31445391211663354,2,"['valley', 'peak']",valley-peak,,False,False,Medium,False,0.19328615613465677,False,Even,False
14916,main_F14_cfg19_snr1p5_constant_uniform,14916000,main,F14,Cubic W,19,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.1, ""r1"": 0.25, ""r2"": 0.6, ""r3"": 0.95, ""span"": 0.7}",1.5,1p5,0.10372823621441532,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.6286061440432367,,No,0.31445391211663354,2,"['valley', 'peak']",valley-peak,,False,False,Medium,False,0.17288039369069222,False,Even,False
14917,main_F14_cfg19_snr1p8_constant_uniform,14917000,main,F14,Cubic W,19,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.1, ""r1"": 0.25, ""r2"": 0.6, ""r3"": 0.95, ""span"": 0.7}",1.8,1p8,0.09469049137476591,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.6286061440432367,,No,0.31445391211663354,2,"['valley', 'peak']",valley-peak,,False,False,Medium,False,0.15781748562460987,False,Even,False
14918,main_F14_cfg19_snr2_constant_uniform,14918000,main,F14,Cubic W,19,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.1, ""r1"": 0.25, ""r2"": 0.6, ""r3"": 0.95, ""span"": 0.7}",2.0,2,0.08983128765143666,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.6286061440432367,,No,0.31445391211663354,2,"['valley', 'peak']",valley-peak,,False,False,Medium,False,0.14971881275239446,False,Even,False
14919,main_F14_cfg19_snr2p5_constant_uniform,14919000,main,F14,Cubic W,19,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.1, ""r1"": 0.25, ""r2"": 0.6, ""r3"": 0.95, ""span"": 0.7}",2.5,2p5,0.08034754627797992,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.6286061440432367,,No,0.31445391211663354,2,"['valley', 'peak']",valley-peak,,False,False,Medium,False,0.13391257712996654,False,Even,False
14920,main_F14_cfg19_snr3_constant_uniform,14920000,main,F14,Cubic W,19,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.1, ""r1"": 0.25, ""r2"": 0.6, ""r3"": 0.95, ""span"": 0.7}",3.0,3,0.07334693922773308,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.6286061440432367,,No,0.31445391211663354,2,"['valley', 'peak']",valley-peak,,False,False,Medium,False,0.12224489871288848,False,Even,False
14921,main_F14_cfg19_snr3p5_constant_uniform,14921000,main,F14,Cubic W,19,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.1, ""r1"": 0.25, ""r2"": 0.6, ""r3"": 0.95, ""span"": 0.7}",3.5,3p5,0.06790607059383112,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.6286061440432367,,No,0.31445391211663354,2,"['valley', 'peak']",valley-peak,,False,False,Medium,False,0.11317678432305188,False,Even,False
14922,main_F14_cfg19_snr4_constant_uniform,14922000,main,F14,Cubic W,19,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.1, ""r1"": 0.25, ""r2"": 0.6, ""r3"": 0.95, ""span"": 0.7}",4.0,4,0.06352031266105024,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.6286061440432367,,No,0.31445391211663354,2,"['valley', 'peak']",valley-peak,,False,False,Medium,False,0.10586718776841707,False,Even,False
14923,main_F14_cfg19_snr5_constant_uniform,14923000,main,F14,Cubic W,19,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.1, ""r1"": 0.25, ""r2"": 0.6, ""r3"": 0.95, ""span"": 0.7}",5.0,5,0.05681429482485955,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.6286061440432367,,No,0.31445391211663354,2,"['valley', 'peak']",valley-peak,,False,False,Medium,False,0.09469049137476591,False,Even,False
14924,main_F14_cfg19_snr6_constant_uniform,14924000,main,F14,Cubic W,19,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.1, ""r1"": 0.25, ""r2"": 0.6, ""r3"": 0.95, ""span"": 0.7}",6.0,6,0.05186411810720766,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.6286061440432367,,No,0.31445391211663354,2,"['valley', 'peak']",valley-peak,,False,False,Medium,False,0.08644019684534611,False,Even,False
14925,main_F14_cfg19_snr7_constant_uniform,14925000,main,F14,Cubic W,19,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.1, ""r1"": 0.25, ""r2"": 0.6, ""r3"": 0.95, ""span"": 0.7}",7.0,7,0.04801684300063039,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.6286061440432367,,No,0.31445391211663354,2,"['valley', 'peak']",valley-peak,,False,False,Medium,False,0.08002807166771732,False,Even,False
14926,main_F14_cfg19_snr8_constant_uniform,14926000,main,F14,Cubic W,19,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.1, ""r1"": 0.25, ""r2"": 0.6, ""r3"": 0.95, ""span"": 0.7}",8.0,8,0.04491564382571833,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.6286061440432367,,No,0.31445391211663354,2,"['valley', 'peak']",valley-peak,,False,False,Medium,False,0.07485940637619723,False,Even,False
14927,main_F14_cfg19_snr10_constant_uniform,14927000,main,F14,Cubic W,19,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.1, ""r1"": 0.25, ""r2"": 0.6, ""r3"": 0.95, ""span"": 0.7}",10.0,10,0.04017377313898996,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.6286061440432367,,No,0.31445391211663354,2,"['valley', 'peak']",valley-peak,,False,False,Medium,False,0.06695628856498327,False,Even,False
14928,main_F14_cfg19_snr12_constant_uniform,14928000,main,F14,Cubic W,19,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.1, ""r1"": 0.25, ""r2"": 0.6, ""r3"": 0.95, ""span"": 0.7}",12.0,12,0.03667346961386654,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.6286061440432367,,No,0.31445391211663354,2,"['valley', 'peak']",valley-peak,,False,False,Strong,False,0.06112244935644424,False,Even,False
14929,main_F14_cfg19_snr15_constant_uniform,14929000,main,F14,Cubic W,19,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.1, ""r1"": 0.25, ""r2"": 0.6, ""r3"": 0.95, ""span"": 0.7}",15.0,15,0.032801748410951424,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.6286061440432367,,No,0.31445391211663354,2,"['valley', 'peak']",valley-peak,,False,False,Strong,False,0.05466958068491904,False,Even,False
14930,main_F14_cfg19_snr18_constant_uniform,14930000,main,F14,Cubic W,19,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.1, ""r1"": 0.25, ""r2"": 0.6, ""r3"": 0.95, ""span"": 0.7}",18.0,18,0.029943762550478887,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.6286061440432367,,No,0.31445391211663354,2,"['valley', 'peak']",valley-peak,,False,False,Strong,False,0.049906270917464815,False,Even,False
14931,main_F14_cfg19_snr20_constant_uniform,14931000,main,F14,Cubic W,19,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.1, ""r1"": 0.25, ""r2"": 0.6, ""r3"": 0.95, ""span"": 0.7}",20.0,20,0.028407147412429775,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.6286061440432367,,No,0.31445391211663354,2,"['valley', 'peak']",valley-peak,,False,False,Strong,False,0.04734524568738296,False,Even,False
14932,main_F14_cfg19_snr25_constant_uniform,14932000,main,F14,Cubic W,19,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.1, ""r1"": 0.25, ""r2"": 0.6, ""r3"": 0.95, ""span"": 0.7}",25.0,25,0.02540812506442009,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.6286061440432367,,No,0.31445391211663354,2,"['valley', 'peak']",valley-peak,,False,False,Strong,False,0.04234687510736682,False,Even,False
14933,main_F14_cfg19_snr30_constant_uniform,14933000,main,F14,Cubic W,19,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.1, ""r1"": 0.25, ""r2"": 0.6, ""r3"": 0.95, ""span"": 0.7}",30.0,30,0.02319433873615881,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.6286061440432367,,No,0.31445391211663354,2,"['valley', 'peak']",valley-peak,,False,False,Strong,False,0.03865723122693135,False,Even,False
14934,main_F14_cfg19_snr35_constant_uniform,14934000,main,F14,Cubic W,19,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.1, ""r1"": 0.25, ""r2"": 0.6, ""r3"": 0.95, ""span"": 0.7}",35.0,35,0.021473785002868905,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.6286061440432367,,No,0.31445391211663354,2,"['valley', 'peak']",valley-peak,,False,False,Strong,False,0.03578964167144818,False,Even,False
14935,main_F14_cfg19_snr40_constant_uniform,14935000,main,F14,Cubic W,19,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.1, ""r1"": 0.25, ""r2"": 0.6, ""r3"": 0.95, ""span"": 0.7}",40.0,40,0.02008688656949498,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.6286061440432367,,No,0.31445391211663354,2,"['valley', 'peak']",valley-peak,,False,False,Strong,False,0.033478144282491636,False,Even,False
14936,main_F14_cfg19_snr50_constant_uniform,14936000,main,F14,Cubic W,19,f(x) = -a*(x-r1)*(x-r2)*(x-r3),"{""amplitude"": 0.6, ""center_offset"": 0.1, ""r1"": 0.25, ""r2"": 0.6, ""r3"": 0.95, ""span"": 0.7}",50.0,50,0.01796625753028733,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.6286061440432367,,No,0.31445391211663354,2,"['valley', 'peak']",valley-peak,,False,False,Strong,False,0.029943762550478887,False,Even,False
